Zustand Uhrzeit: 10:00:00: STR 30 | EIN 0 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:06: STR 14 | EIN 0 | BAU 1 | PAR 9 [STA 14] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:39:07: STR 14 | EIN 0 | BAU 2 | PAR 9 [STA 14] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:39:08: STR 14 | EIN 0 | BAU 3 | PAR 9 [STA 14] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:39:13: STR 13 | EIN 1 | BAU 3 | PAR 9 [STA 14] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:39:25: STR 12 | EIN 2 | BAU 3 | PAR 9 [STA 14] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:41:06: STR 11 | EIN 3 | BAU 3 | PAR 9 [STA 14] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:42:20: STR 10 | EIN 4 | BAU 3 | PAR 9 [STA 14] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:42:26: STR 10 | EIN 4 | BAU 2 | PAR 9 [STA 14] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:42:27: STR 10 | EIN 4 | BAU 1 | PAR 9 [STA 14] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:42:28: STR 10 | EIN 4 | BAU 0 | PAR 9 [STA 14] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:39:35: STR 10 | EIN 4 | BAU 0 | PAR 9 [STA 14] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:36: STR 10 | EIN 3 | BAU 1 | PAR 9 [STA 14] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:37: STR 10 | EIN 2 | BAU 2 | PAR 9 [STA 14] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:38: STR 10 | EIN 1 | BAU 3 | PAR 9 [STA 14] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:39:39: STR 10 | EIN 0 | BAU 4 | PAR 9 [STA 14] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:42:56: STR 10 | EIN 0 | BAU 3 | PAR 10 [STA 13] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:42:57: STR 10 | EIN 0 | BAU 2 | PAR 11 [STA 12] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:42:58: STR 10 | EIN 0 | BAU 1 | PAR 12 [STA 11] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:42:59: STR 10 | EIN 0 | BAU 0 | PAR 13 [STA 10] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:43:08: STR 9 | EIN 1 | BAU 0 | PAR 13 [STA 10] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:43:09: STR 9 | EIN 0 | BAU 1 | PAR 13 [STA 10] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:43:25: STR 8 | EIN 1 | BAU 1 | PAR 13 [STA 10] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:46:29: STR 8 | EIN 1 | BAU 0 | PAR 14 [STA 9] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:46:30: STR 8 | EIN 0 | BAU 1 | PAR 14 [STA 9] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:47:12: STR 7 | EIN 1 | BAU 1 | PAR 14 [STA 9] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:47:31: STR 6 | EIN 2 | BAU 1 | PAR 14 [STA 9] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:47:40: STR 6 | EIN 2 | BAU 1 | PAR 13 [STA 9] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:49:35: STR 5 | EIN 3 | BAU 1 | PAR 13 [STA 9] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:49:43: STR 5 | EIN 3 | BAU 1 | PAR 12 [STA 9] | AUS 2 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:38:23: STR 5 | EIN 3 | BAU 1 | PAR 11 [STA 9] | AUS 3 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:33:16: STR 5 | EIN 3 | BAU 1 | PAR 10 [STA 9] | AUS 4 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:44:39: STR 5 | EIN 3 | BAU 1 | PAR 9 [STA 9] | AUS 5 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:49:50: STR 5 | EIN 3 | BAU 0 | PAR 10 [STA 8] | AUS 5 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:47:22: STR 5 | EIN 3 | BAU 0 | PAR 10 [STA 8] | AUS 5 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:47:23: STR 5 | EIN 3 | BAU 1 | PAR 10 [STA 8] | AUS 4 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:47:24: STR 5 | EIN 3 | BAU 2 | PAR 10 [STA 8] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:47:25: STR 5 | EIN 3 | BAU 3 | PAR 10 [STA 8] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:47:26: STR 5 | EIN 3 | BAU 4 | PAR 10 [STA 8] | AUS 1 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:50:43: STR 5 | EIN 3 | BAU 3 | PAR 10 [STA 8] | AUS 1 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:50:44: STR 5 | EIN 3 | BAU 2 | PAR 10 [STA 8] | AUS 1 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:50:45: STR 5 | EIN 3 | BAU 1 | PAR 10 [STA 8] | AUS 1 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:50:46: STR 5 | EIN 3 | BAU 0 | PAR 10 [STA 8] | AUS 1 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:47:36: STR 5 | EIN 3 | BAU 0 | PAR 10 [STA 8] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:47:37: STR 5 | EIN 2 | BAU 1 | PAR 10 [STA 8] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:47:38: STR 5 | EIN 1 | BAU 2 | PAR 10 [STA 8] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:47:39: STR 5 | EIN 0 | BAU 3 | PAR 10 [STA 8] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:50:57: STR 5 | EIN 0 | BAU 2 | PAR 11 [STA 7] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:50:58: STR 5 | EIN 0 | BAU 1 | PAR 12 [STA 6] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:50:59: STR 5 | EIN 0 | BAU 0 | PAR 13 [STA 5] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:51:07: STR 5 | EIN 0 | BAU 0 | PAR 13 [STA 5] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:51:08: STR 5 | EIN 0 | BAU 1 | PAR 13 [STA 5] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:52:28: STR 4 | EIN 1 | BAU 1 | PAR 13 [STA 5] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:53:48: STR 3 | EIN 2 | BAU 1 | PAR 13 [STA 5] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:54:28: STR 3 | EIN 2 | BAU 0 | PAR 13 [STA 5] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:53:58: STR 3 | EIN 2 | BAU 0 | PAR 13 [STA 5] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:53:59: STR 3 | EIN 1 | BAU 1 | PAR 13 [STA 5] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:54:00: STR 3 | EIN 0 | BAU 2 | PAR 13 [STA 5] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:54:53: STR 2 | EIN 1 | BAU 2 | PAR 13 [STA 5] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:56:16: STR 1 | EIN 2 | BAU 2 | PAR 13 [STA 5] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:57:19: STR 1 | EIN 2 | BAU 1 | PAR 14 [STA 4] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:57:20: STR 1 | EIN 2 | BAU 0 | PAR 15 [STA 3] | AUS 0 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:55:03: STR 1 | EIN 2 | BAU 0 | PAR 15 [STA 3] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:58:06: STR 0 | EIN 3 | BAU 0 | PAR 15 [STA 3] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:36: STR 0 | EIN 3 | BAU 0 | PAR 14 [STA 3] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:37: STR 0 | EIN 3 | BAU 1 | PAR 14 [STA 3] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:02:04: STR 0 | EIN 3 | BAU 1 | PAR 13 [STA 3] | AUS 1 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:01:07: STR 0 | EIN 3 | BAU 1 | PAR 12 [STA 3] | AUS 2 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:45:02: STR 0 | EIN 3 | BAU 1 | PAR 11 [STA 3] | AUS 3 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:01:17: STR 0 | EIN 3 | BAU 1 | PAR 10 [STA 3] | AUS 4 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:02:57: STR 0 | EIN 3 | BAU 0 | PAR 10 [STA 3] | AUS 4 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 10:59:47: STR 0 | EIN 3 | BAU 0 | PAR 10 [STA 3] | AUS 4 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:59:48: STR 0 | EIN 2 | BAU 1 | PAR 10 [STA 3] | AUS 4 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 11:03:08: STR 0 | EIN 2 | BAU 0 | PAR 11 [STA 2] | AUS 4 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:59:58: STR 0 | EIN 2 | BAU 0 | PAR 11 [STA 2] | AUS 4 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:59: STR 0 | EIN 2 | BAU 1 | PAR 11 [STA 2] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:00:00: STR 0 | EIN 2 | BAU 2 | PAR 11 [STA 2] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:00:01: STR 0 | EIN 2 | BAU 3 | PAR 11 [STA 2] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:00:02: STR 0 | EIN 2 | BAU 4 | PAR 11 [STA 2] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:03:19: STR 0 | EIN 2 | BAU 3 | PAR 11 [STA 2] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:03:20: STR 0 | EIN 2 | BAU 2 | PAR 11 [STA 2] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:03:21: STR 0 | EIN 2 | BAU 1 | PAR 11 [STA 2] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:03:22: STR 0 | EIN 2 | BAU 0 | PAR 11 [STA 2] | AUS 0 || Ampel: STOP_EINFAHRT [Grün: niemand (hiernach folgt EINFAHRT)]
Zustand Uhrzeit: 11:00:12: STR 0 | EIN 2 | BAU 0 | PAR 11 [STA 2] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:00:13: STR 0 | EIN 1 | BAU 1 | PAR 11 [STA 2] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:00:14: STR 0 | EIN 0 | BAU 2 | PAR 11 [STA 2] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:03:33: STR 0 | EIN 0 | BAU 1 | PAR 12 [STA 1] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:03:34: STR 0 | EIN 0 | BAU 0 | PAR 13 [STA 0] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:06:07: STR 0 | EIN 0 | BAU 0 | PAR 12 [STA 0] | AUS 1 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:53:36: STR 0 | EIN 0 | BAU 0 | PAR 11 [STA 0] | AUS 2 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 11:04:19: STR 0 | EIN 0 | BAU 0 | PAR 10 [STA 0] | AUS 3 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:59:27: STR 0 | EIN 0 | BAU 0 | PAR 9 [STA 0] | AUS 4 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:28: STR 0 | EIN 0 | BAU 1 | PAR 9 [STA 0] | AUS 3 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:29: STR 0 | EIN 0 | BAU 2 | PAR 9 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:30: STR 0 | EIN 0 | BAU 3 | PAR 9 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:59:31: STR 0 | EIN 0 | BAU 4 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:02:48: STR 0 | EIN 0 | BAU 3 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:02:49: STR 0 | EIN 0 | BAU 2 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:02:50: STR 0 | EIN 0 | BAU 1 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:02:51: STR 0 | EIN 0 | BAU 0 | PAR 9 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:13:02: STR 0 | EIN 0 | BAU 0 | PAR 8 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:13:03: STR 0 | EIN 0 | BAU 1 | PAR 8 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:13:13: STR 0 | EIN 0 | BAU 1 | PAR 7 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:58:05: STR 0 | EIN 0 | BAU 2 | PAR 6 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:58:06: STR 0 | EIN 0 | BAU 3 | PAR 6 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:58:07: STR 0 | EIN 0 | BAU 4 | PAR 6 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:10:39: STR 0 | EIN 0 | BAU 4 | PAR 5 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:23: STR 0 | EIN 0 | BAU 4 | PAR 5 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:01:25: STR 0 | EIN 0 | BAU 4 | PAR 5 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:01:26: STR 0 | EIN 0 | BAU 4 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:01:27: STR 0 | EIN 0 | BAU 3 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:19:43: STR 0 | EIN 0 | BAU 2 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:45: STR 0 | EIN 0 | BAU 1 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:04:46: STR 0 | EIN 0 | BAU 0 | PAR 5 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:22:22: STR 0 | EIN 0 | BAU 0 | PAR 4 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:36: STR 0 | EIN 0 | BAU 1 | PAR 3 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:37: STR 0 | EIN 0 | BAU 2 | PAR 3 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:38: STR 0 | EIN 0 | BAU 3 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:19:56: STR 0 | EIN 0 | BAU 2 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:19:57: STR 0 | EIN 0 | BAU 1 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:19:58: STR 0 | EIN 0 | BAU 0 | PAR 3 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:20:21: STR 0 | EIN 0 | BAU 0 | PAR 2 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:12:40: STR 0 | EIN 0 | BAU 1 | PAR 1 [STA 0] | AUS 2 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:12:41: STR 0 | EIN 0 | BAU 2 | PAR 1 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:12:42: STR 0 | EIN 0 | BAU 3 | PAR 1 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:00: STR 0 | EIN 0 | BAU 2 | PAR 1 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:01: STR 0 | EIN 0 | BAU 1 | PAR 1 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:16:02: STR 0 | EIN 0 | BAU 0 | PAR 1 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:21:16: STR 0 | EIN 0 | BAU 0 | PAR 0 [STA 0] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:21:17: STR 0 | EIN 0 | BAU 1 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 11:24:37: STR 0 | EIN 0 | BAU 0 | PAR 0 [STA 0] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:00:00: STR 30 | EIN 0 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:00:55: STR 29 | EIN 1 | BAU 0 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:00:56: STR 29 | EIN 0 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:11: STR 28 | EIN 1 | BAU 1 | PAR 0 [STA 30] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:16: STR 28 | EIN 1 | BAU 0 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:04:17: STR 28 | EIN 0 | BAU 1 | PAR 1 [STA 29] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:07:37: STR 28 | EIN 0 | BAU 0 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:12:30: STR 27 | EIN 1 | BAU 0 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:12:31: STR 27 | EIN 0 | BAU 1 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:14:26: STR 26 | EIN 1 | BAU 1 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:26: STR 25 | EIN 2 | BAU 1 | PAR 2 [STA 28] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:51: STR 25 | EIN 2 | BAU 0 | PAR 3 [STA 27] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:52: STR 25 | EIN 1 | BAU 1 | PAR 3 [STA 27] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:15:53: STR 25 | EIN 0 | BAU 2 | PAR 3 [STA 27] | AUS 0 || Ampel: EINFAHRT [Grün: auf den Parkplatz]
Zustand Uhrzeit: 10:17:37: STR 25 | EIN 0 | BAU 2 | PAR 2 [STA 27] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:19:12: STR 25 | EIN 0 | BAU 1 | PAR 3 [STA 26] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:19:13: STR 25 | EIN 0 | BAU 0 | PAR 4 [STA 25] | AUS 1 || Ampel: STOP_AUSFAHRT [Grün: niemand (hiernach folgt AUSFAHRT)]
Zustand Uhrzeit: 10:17:47: STR 25 | EIN 0 | BAU 0 | PAR 4 [STA 25] | AUS 1 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:17:48: STR 25 | EIN 0 | BAU 1 | PAR 4 [STA 25] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
Zustand Uhrzeit: 10:20:25: STR 24 | EIN 1 | BAU 1 | PAR 4 [STA 25] | AUS 0 || Ampel: AUSFAHRT [Grün: runter vom Parkplatz]
